"","iso3","country","cow_code","NAMES_STD","exist_unemp","unemp_firstlaw","year"
"21046","GEO","Georgia",372,"Georgia","severance payment but no unemployment benefit programme",NA,2008
"21047","GHA","Ghana",452,"Ghana","no umemployment insurance anchored in legislation",NA,2008
"21048","GIN","Guinea",438,"Guinea","no umemployment insurance anchored in legislation",NA,2008
"21049","GMB","Gambia",420,"Gambia","severance payment but no unemployment benefit programme",NA,2008
"21050","GNB",NA,NA,NA,NA,NA,2008
"21051","GNQ","Equatorial Guinea",411,"Equatorial Guinea","severance payment but no unemployment benefit programme",NA,2008
"21052","GRC","Greece",350,"Greece","unemployment benefit programme",1945,2008
"21053","GTM","Guatemala",90,"Guatemala","severance payment but no unemployment benefit programme",NA,2008
"21054","GUY","Guyana",110,"Guyana","severance payment but no unemployment benefit programme",NA,2008
"21055","HND","Honduras",91,"Honduras","unemployment benefit programme",2015,2008
"21056","HRV","Croatia",344,"Croatia","unemployment benefit programme",1935,2008
"21057","HTI","Haiti",41,"Haiti","no umemployment insurance anchored in legislation",NA,2008
"21058","HUN","Hungary",310,"Hungary","unemployment benefit programme",1957,2008
"21059","IDN","Indonesia",850,"Indonesia","severance payment but no unemployment benefit programme",NA,2008
"21060","IND","India",750,"India","unemployment benefit programme",2005,2008
"21061","IRL","Ireland",205,"Ireland","unemployment benefit programme",1922,2008
"21062","IRN","Iran",630,"Iran","unemployment benefit programme",1987,2008
"21063","IRQ","Iraq",645,"Iraq","severance payment but no unemployment benefit programme",NA,2008
"21064","ISR","Israel",666,"Israel","unemployment benefit programme",1972,2008
"21065","ITA","Italy",325,"Italy","unemployment benefit programme",1919,2008
"21066","JAM","Jamaica",51,"Jamaica","no umemployment insurance anchored in legislation",NA,2008
"21067","JOR","Jordan",663,"Jordan","unemployment benefit programme",2010,2008
"21068","JPN","Japan",740,"Japan","unemployment benefit programme",1947,2008
"21069","KAZ","Kazakhstan",705,"Kazakhstan","unemployment benefit programme",2003,2008
"21070","KEN","Kenya",501,"Kenya","no umemployment insurance anchored in legislation",NA,2008
"21071","KGZ","Kyrgyzstan",703,"Kyrgyz Republic","unemployment benefit programme",1998,2008
"21072","KHM","Cambodia",811,"Cambodia","severance payment but no unemployment benefit programme",NA,2008
"21073","KOR","South Korea",732,"South Korea","unemployment benefit programme",1993,2008
"21074","KWT","Kuwait",690,"Kuwait","unemployment benefit programme",2013,2008
"21075","LAO","Laos",812,"Laos","unemployment benefit programme",2013,2008
"21076","LBN","Lebanon",660,"Lebanon","no umemployment insurance anchored in legislation",NA,2008
"21077","LBR","Liberia",450,"Liberia","no umemployment insurance anchored in legislation",NA,2008
"21078","LBY","Libya",620,"Libya","severance payment but no unemployment benefit programme",NA,2008
"21079","LKA","Sri Lanka",780,"Sri Lanka","severance payment but no unemployment benefit programme",NA,2008
"21080","LSO","Lesotho",570,"Lesotho","severance payment but no unemployment benefit programme",NA,2008
"21081","LTU","Lithuania",368,"Lithuania","unemployment benefit programme",1990,2008
"21082","LUX","Luxembourg",212,"Luxembourg","unemployment benefit programme",1920,2008
"21083","LVA","Latvia",367,"Latvia","unemployment benefit programme",1991,2008
"21084","MAR","Morocco",600,"Morocco","unemployment benefit programme",2014,2008
"21085","MDA","Moldova",359,"Moldova","unemployment benefit programme",1992,2008
"21086","MDG","Madagascar",580,"Madagascar","no umemployment insurance anchored in legislation",NA,2008
"21087","MEX","Mexico",70,"Mexico","severance payment but no unemployment benefit programme",NA,2008
"21088","MKD",NA,NA,NA,NA,NA,2008
"21089","MLI","Mali",432,"Mali","severance payment but no unemployment benefit programme",NA,2008
"21090","MMR","Myanmar",775,"Myanmar","unemployment benefit programme",2012,2008
"21091","MNE",NA,NA,NA,NA,NA,2008
"21092","MNG","Mongolia",712,"Mongolia","unemployment benefit programme",1994,2008
"21093","MOZ","Mozambique",541,"Mozambique","no umemployment insurance anchored in legislation",NA,2008
"21094","MRT","Mauritania",435,"Mauritania","no umemployment insurance anchored in legislation",NA,2008
"21095","MUS","Mauritius",590,"Mauritius","unemployment benefit programme",1983,2008
"21096","MWI","Malawi",553,"Malawi","severance payment but no unemployment benefit programme",NA,2008
"21097","MYS","Malaysia",820,"Malaysia","severance payment but no unemployment benefit programme",NA,2008
"21098","NAM","Namibia",565,"Namibia","severance payment but no unemployment benefit programme",NA,2008
"21099","NER","Niger",436,"Niger","no umemployment insurance anchored in legislation",NA,2008
"21100","NGA","Nigeria",475,"Nigeria","unemployment benefit programme",1961,2008
"21101","NIC","Nicaragua",93,"Nicaragua","no umemployment insurance anchored in legislation",NA,2008
"21102","NLD","Netherlands",210,"Netherlands","unemployment benefit programme",1916,2008
"21103","NOR","Norway",385,"Norway","unemployment benefit programme",1906,2008
"21104","NPL","Nepal",790,"Nepal","severance payment but no unemployment benefit programme",NA,2008
"21105","NZL","New Zealand",920,"New Zealand","unemployment benefit programme",1938,2008
"21106","OMN","Oman",698,"Oman","no umemployment insurance anchored in legislation",NA,2008
"21107","PAK","Pakistan",770,"Pakistan","severance payment but no unemployment benefit programme",NA,2008
"21108","PAN","Panama",95,"Panama","severance payment but no unemployment benefit programme",NA,2008
"21109","PER","Peru",135,"Peru","severance payment but no unemployment benefit programme",NA,2008
"21110","PHL","Philippines",840,"Philippines","severance payment but no unemployment benefit programme",NA,2008
"21111","PNG","Papua New Guinea",910,"Papua New Guinea","no umemployment insurance anchored in legislation",NA,2008
"21112","POL","Poland",290,"Poland","unemployment benefit programme",1924,2008
"21113","PRK",NA,NA,NA,NA,NA,2008
"21114","PRT","Portugal",235,"Portugal","unemployment benefit programme",1975,2008
"21115","PRY","Paraguay",150,"Paraguay","no umemployment insurance anchored in legislation",NA,2008
"21116","QAT","Qatar",694,"Qatar",NA,NA,2008
"21117","ROU","Romania",360,"Romania","unemployment benefit programme",1991,2008
"21118","RUS","Russia",365,"Russia","unemployment benefit programme",1917,2008
"21119","RWA","Rwanda",517,"Rwanda","severance payment but no unemployment benefit programme",NA,2008
"21120","SAU","Saudi Arabia",670,"Saudi Arabia","unemployment benefit programme",2014,2008
"21121","SDN","Sudan",625,"Sudan","severance payment but no unemployment benefit programme",NA,2008
"21122","SEN","Senegal",433,"Senegal","no umemployment insurance anchored in legislation",NA,2008
"21123","SGP","Singapore",830,"Singapore","no umemployment insurance anchored in legislation",NA,2008
"21124","SLB","Solomon Islands",940,"Solomon Islands","no umemployment insurance anchored in legislation",NA,2008
"21125","SLE","Sierra Leone",451,"Sierra Leone","no umemployment insurance anchored in legislation",NA,2008
"21126","SLV","El Salvador",92,"El Salvador","severance payment but no unemployment benefit programme",NA,2008
"21127","SOM","Somalia",520,"Somalia","no umemployment insurance anchored in legislation",NA,2008
"21128","SRB","Serbia",345,"Yugoslavia","unemployment benefit programme",1935,2008
"21129","SSD",NA,NA,NA,NA,NA,2008
"21130","SUR","Suriname",115,"Suriname","no umemployment insurance anchored in legislation",NA,2008
"21131","SVK","Slovakia",317,"Slovak Republic","unemployment benefit programme",1921,2008
"21132","SVN","Slovenia",349,"Slovenia","unemployment benefit programme",1935,2008
"21133","SWE","Sweden",380,"Sweden","unemployment benefit programme",1934,2008
"21134","SWZ","Swaziland",572,"Swaziland","no umemployment insurance anchored in legislation",NA,2008
"21135","SYR","Syria",652,"Syria","severance payment but no unemployment benefit programme",NA,2008
"21136","TCD","Chad",483,"Chad","severance payment but no unemployment benefit programme",NA,2008
"21137","TGO","Togo",461,"Togo","no umemployment insurance anchored in legislation",NA,2008
"21138","THA","Thailand",800,"Thailand","unemployment benefit programme",1990,2008
"21139","TJK","Tajikistan",702,"Tajikistan","unemployment benefit programme",2003,2008
"21140","TKM","Turkmenistan",701,"Turkmenistan","unemployment benefit programme",1991,2008
"21141","TLS",NA,NA,NA,NA,NA,2008
"21142","TTO","Trinidad and Tobago",52,"Trinidad and Tobago","severance payment but no unemployment benefit programme",NA,2008
"21143","TUN","Tunisia",616,"Tunisia","unemployment benefit programme",1982,2008
"21144","TUR","Turkey",640,"Turkey","unemployment benefit programme",1999,2008
"21145","TZA","Tanzania",510,"Tanzania","severance payment but no unemployment benefit programme",NA,2008
"21146","UGA","Uganda",500,"Uganda","severance payment but no unemployment benefit programme",NA,2008
"21147","UKR","Ukraine",369,"Ukraine","unemployment benefit programme",2000,2008
"21148","URY","Uruguay",165,"Uruguay","unemployment benefit programme",1981,2008
"21149","USA","United States of America",2,"United States","unemployment benefit programme",1935,2008
"21150","UZB","Uzbekistan",704,"Uzbekistan","unemployment benefit programme",1992,2008
"21151","VEN","Venezuela",101,"Venezuela","unemployment benefit programme",1985,2008
"21152","VNM","Vietnam",816,"Vietnam","unemployment benefit programme",2006,2008
"21153","YEM","Yemen",679,"Yemen","severance payment but no unemployment benefit programme",NA,2008
"21154","ZAF","South Africa",560,"South Africa","unemployment benefit programme",1937,2008
"21155","ZMB","Zambia",551,"Zambia","severance payment but no unemployment benefit programme",NA,2008
"21156","ZWE","Zimbabwe",552,"Zimbabwe","no umemployment insurance anchored in legislation",NA,2008
"21157","AFG","Afghanistan",700,"Afghanistan","no umemployment insurance anchored in legislation",NA,2009
"21158","AGO","Angola",540,"Angola","severance payment but no unemployment benefit programme",NA,2009
"21159","ALB","Albania",339,"Albania","no umemployment insurance anchored in legislation",NA,2009
"21160","ARE",NA,NA,NA,NA,NA,2009
"21161","ARG","Argentina",160,"Argentina","unemployment benefit programme",1991,2009
"21162","ARM","Armenia",371,"Armenia","severance payment but no unemployment benefit programme",NA,2009
"21163","AUS","Australia",900,"Australia","unemployment benefit programme",1944,2009
"21164","AUT","Austria",305,"Austria","unemployment benefit programme",1920,2009
"21165","AZE","Azerbaijan",373,"Azerbaijan","unemployment benefit programme",2001,2009
"21166","BDI","Burundi",516,"Burundi","no umemployment insurance anchored in legislation",NA,2009
"21167","BEL","Belgium",211,"Belgium","unemployment benefit programme",1920,2009
"21168","BEN","Benin",434,"Benin","no umemployment insurance anchored in legislation",NA,2009
"21169","BFA","Burkina Faso",439,"Burkina Faso","no umemployment insurance anchored in legislation",NA,2009
"21170","BGD","Bangladesh",771,"Bangladesh","severance payment but no unemployment benefit programme",NA,2009
"21171","BGR","Bulgaria",355,"Bulgaria","unemployment benefit programme",1925,2009
"21172","BHR","Bahrain",692,"Bahrain","unemployment benefit programme",2006,2009
"21173","BIH",NA,NA,NA,NA,NA,2009
"21174","BLR","Belarus",370,"Belarus","unemployment benefit programme",2006,2009
"21175","BOL","Bolivia",145,"Bolivia","severance payment but no unemployment benefit programme",NA,2009
"21176","BRA","Brazil",140,"Brazil","unemployment benefit programme",1986,2009
"21177","BTN","Bhutan",760,"Bhutan","no umemployment insurance anchored in legislation",NA,2009
"21178","BWA","Botswana",571,"Botswana","severance payment but no unemployment benefit programme",NA,2009
"21179","CAF","Central African Republic",482,"Central African Republic","no umemployment insurance anchored in legislation",NA,2009
"21180","CAN","Canada",20,"Canada","unemployment benefit programme",1940,2009
"21181","CHE","Switzerland",225,"Switzerland","unemployment benefit programme",1924,2009
"21182","CHL","Chile",155,"Chile","unemployment benefit programme",2001,2009
"21183","CHN","China",710,"China","unemployment benefit programme",1986,2009
"21184","CIV","Ivory Coast",437,"Cote d'Ivoire","severance payment but no unemployment benefit programme",NA,2009
"21185","CMR","Cameroon",471,"Cameroon","severance payment but no unemployment benefit programme",NA,2009
"21186","COD","Democratic Republic of the Congo",490,"Democratic Republic of the Congo","no umemployment insurance anchored in legislation",NA,2009
"21187","COG","Congo",484,"Congo","no umemployment insurance anchored in legislation",NA,2009
"21188","COL","Colombia",100,"Colombia","unemployment benefit programme",2002,2009
"21189","COM",NA,NA,NA,NA,NA,2009
"21190","CPV","Cape Verde",402,"Cape Verde","unemployment benefit programme",2016,2009
"21191","CRI","Costa Rica",94,"Costa Rica","severance payment but no unemployment benefit programme",NA,2009
"21192","CUB","Cuba",40,"Cuba","no umemployment insurance anchored in legislation",NA,2009
"21193","CYP","Cyprus",352,"Cyprus","unemployment benefit programme",1956,2009
"21194","CZE","Czech Republic",316,"Czech Republic","unemployment benefit programme",1918,2009
"21195","DEU","Germany",255,"Germany","unemployment benefit programme",1927,2009
"21196","DJI","Djibouti",522,"Djibouti","no umemployment insurance anchored in legislation",NA,2009
"21197","DNK","Denmark",390,"Denmark","unemployment benefit programme",1907,2009
"21198","DOM","Dominican Republic",42,"Dominican Republic","no umemployment insurance anchored in legislation",NA,2009
"21199","DZA","Algeria",615,"Algeria","unemployment benefit programme",1994,2009
"21200","ECU","Ecuador",130,"Ecuador","unemployment benefit programme",2001,2009
"21201","EGY","Egypt",651,"Egypt","unemployment benefit programme",1964,2009
